source,target
6868249520,6868249520
5991188079,5992510490
5950052572,5992510490
5969802976,5992510490
3025968285,5992510490
5997921152,5992510490
2651026077,5992510490
2496156654,5992510490
6019792169,5992510490
5991599712,5992510490
6868249520,5992510490
1468690704,5992510490
5992510490,5992510490
6034918313,5992510490
6258648064,5992510490
5970402578,5992510490
6913708727,5992510490
2899307117,5992510490
5312067043,5992510490
6020294441,5992510490
5964245923,5992510490
5991188079,6034918313
5991188079,5970402578
6021310372,5970402578
2899307117,2899307117
5312067043,6101764818
5312067043,6258648064
5312067043,5991188079
5312067043,6869931103
5991188079,5964245923
5991188079,2269646620
5991188079,6890046595
5991188079,6884424937
5991188079,2954054755
5991188079,3969327941
6361393734,6301803189
6301770502,6301770502
1452727202,6301770502
6303224425,6301344074
5756339525,6301344074
6301344074,6301344074
6303224425,6199322923
6303224425,6297161441
6303224425,6304088168
6298081233,6298081233
6303224425,2778679394
6303224425,6204091406
6303224425,6339118213
6303224425,6298287963
1452727202,6199051333
6303224425,6199051333
6303224425,6304720418
6303224425,6298080951
6349827794,6349827794
1452727202,6349309444
6303224425,6194224265
6194224265,6194224265
6301790371,6303224425
6301790371,6301790371
6301762629,6301762629
6208019124,6301762629
6303224425,6301386055
6301386055,6301386055
6313617630,6303224425
6303224425,6313617630
6203166214,6203166214
6470710185,6364576527
6204091406,6364576527
6331081045,6331081045
6303224425,6303038723
6303038723,6303038723
6303224425,6295111729
6194224265,6295111729
6301790371,6295111729
6301762629,6295111729
6296560830,6295111729
6470710185,6295111729
6301386055,6295111729
6199306982,6295111729
6208041812,6295111729
6335983571,6295111729
6303295043,6295111729
6313617630,6295111729
6203166214,6295111729
6364576527,6295111729
6299300489,6295111729
6342941849,6295111729
6358471576,6295111729
6334274386,6295111729
6331081045,6295111729
6303038723,6295111729
1452727202,6342565135
6301167045,6301167045
6334581522,6334581522
6300937529,6300937529
6301406034,6301015584
6199135017,6199135017
6302949545,6302949545
6299305170,6302037402
6301787458,6359805252
6301787458,6342109674
6300599635,6205756010
6301360095,6283629892
6301787458,6301360095
6300994590,6301360095
6301787458,6296975828
6296975828,6296975828
6298134195,6296975828
6301787458,6295327365
6298134195,6298043634
6295138298,6301780624
6364773687,6364773687
6301787458,6303004105
6295127398,6295127398
6301787458,6380914819
6301787458,6868251405
6868251405,6868251405
6301787458,6761440620
6301787458,6197262626
6386677092,6386677092
6301787458,6884485208
6937226180,5743332009
6937226180,6301787458
6301787458,6888583048
6301371973,6301371973
6301787458,6745470747
6295138298,6295138298
6304605209,6304605209
6301787458,6298027257
6362749981,6202595356
6341730617,6301787458
6301787458,6341730617
6349313880,6196875316
6297997104,6297997104
6301787458,6359712528
6291319720,6291319720
6297052081,6297052081
6295138298,6301008305
6301008305,6301008305
6339182025,6304838562
6295114592,6299107317
6295114592,6381595203
6295114592,6205316463
6301175128,6205316463
6353266153,6353266153
6295114592,6331787480
6295114592,6353296233
6301175128,6353296233
6295114592,6204300258
6295114592,6300994590
6301180472,6301180472
5760351605,6330325061
6295114592,6212723032
6297055406,6297055406
6210371896,6295114592
6295114592,6361770576
6295114592,6652186465
6652186465,6652186465
6295114020,6295114592
6322900184,6331781308
5742876657,6295114592
6295114592,6205472050
6205472050,6205472050
6295114592,6329710570
2885970065,6329710570
6300501498,6329710570
6201285542,6329710570
6203708481,6329710570
6210371896,6329710570
6361770576,6329710570
6652186465,6329710570
6506691989,6329710570
6295114020,6329710570
6025427179,6329710570
6331781308,6329710570
5742876657,6329710570
6205472050,6329710570
6329710570,6329710570
6361726948,6329710570
6212480216,6329710570
6205614087,6329710570
6301797211,6329710570
6300505177,6329710570
6301174963,6329710570
6212480216,6212480216
6301797211,6301797211
6300505177,6300505177
6295114592,6301174963
6353296233,6349313880
6196875316,6349313880
6296560830,6204366694
1452727202,6291351522
6295222121,6295222121
6212723032,6304078102
6300599635,6300599635
6295114592,6334548157
1452727202,6304143002
6304143002,6304143002
6349852421,6349852421
6342569085,6342569085
6365665456,6291351522
6365665456,6295114592
6295114592,6332326433
2965401091,2965401091
5599807748,6006672788
6006672788,6006672788
5996134531,5996134531
5940538834,5940538834
2706189543,2706189543
5995633732,5975155105
5995633732,3975141486
2765473595,5995633732
2765473595,2765473595
5995633732,3081460085
5999571881,5999571881
2347542615,2347542615
1362402902,1362402902
3626065814,3626065814
6297188971,6301169053
6314070839,6359713526
1452727202,6198944006
6198944006,6198944006
6362749981,6362749981
6374878853,6374878853
6210368452,6210368452
6206220618,6206220618
6205434141,6205434141
5746384610,5746384610
6295129837,6301175128
6206220618,6301175128
6205434141,6301175128
6938528404,6301175128
6301229947,6301175128
6301077877,6301175128
6852241391,6301175128
6882091290,6301175128
5746384610,6301175128
6359723182,6301175128
6301175128,6301175128
6364339334,6301175128
6871977242,6301175128
2328818802,6301175128
6349171292,6301175128
6340692091,6301175128
6203970206,6301175128
6334580575,6301175128
6314070839,6301175128
6354119091,6203970206
6334580575,1452727202
1452727202,6334580575
6334580575,6334580575
6314070839,6352304666
6352304666,6314070839
1452727202,6303196273
6354119091,6354119091
6302124869,6302124869
6302035620,6302035620
6202870057,6202870057
6380944853,6380944853
6207826034,6207826034
1420702335,6099859539
3173919185,1420702335
6221438006,1420702335
5996062670,1420702335
6301374980,1420702335
6562735613,1420702335
6824461809,1420702335
2070566713,1420702335
6029739475,1420702335
5991188079,1420702335
6303224425,1420702335
6301787458,1420702335
6295114592,1420702335
5995633732,1420702335
6006434917,1420702335
6065135486,1420702335
6202703407,1420702335
2896311767,1420702335
3992339353,1420702335
2869965623,1420702335
1932999717,1420702335
6352493312,1420702335
5722348147,1420702335
6302026556,1420702335
3863349958,1420702335
6000160955,1420702335
6304217165,1420702335
3064009733,1420702335
6301406034,1420702335
6225345165,1420702335
6097275216,1420702335
6137887026,1420702335
7076524334,1420702335
6164769657,1420702335
6084099967,1420702335
6074854019,1420702335
6148292331,1420702335
6065292158,1420702335
6084327114,1420702335
6822323648,6786857775
5997421510,3738195311
6070148395,3738195311
6710803397,3738195311
6304170156,3738195311
7029983537,3738195311
5764589236,3738195311
7014759277,3738195311
6827516572,3738195311
7009785996,3738195311
6402651083,3738195311
7005666337,3738195311
6627268586,3738195311
6608014491,3738195311
5593366222,3738195311
6891547922,3738195311
3996637938,3738195311
2186165713,3738195311
6859574970,3738195311
6218476881,3738195311
6430152372,3738195311
5231099272,3738195311
1784523971,3738195311
6640775865,6803241593
6964525356,6803241593
6863528708,6803241593
3288522363,6624781865
6370850645,6624781865
6580625307,6624781865
6152136037,6624781865
6286919127,6624781865
6340024249,6624781865
2792148787,6624781865
6923125121,6624781865
6921890682,6624781865
7075600441,6624781865
7011006769,6624781865
6626012992,6624781865
6607914734,6624781865
6711611047,6624781865
6871109528,6624781865
6639293199,6624781865
6636337942,6624781865
6640764049,6624781865
6631384677,6624781865
6744748597,6624781865
6792899787,6624781865
6366749514,6624781865
6395505840,6624781865
6577430678,6624781865
6577167233,6624781865
6607751407,6624781865
6698598313,6624781865
6699106057,6624781865
2778514921,6624781865
6695036025,6624781865
6642100578,6624781865
6642100526,6624781865
6679396913,6624781865
6503521172,6624781865
6605571060,6624781865
1743779731,3173919185
1211017444,3173919185
1662018567,3173919185
1764452651,3173919185
3028215832,3173919185
5209478895,3173919185
3695013654,3173919185
6101764818,3173919185
6401080494,3173919185
1939419914,3173919185
1353879573,3173919185
1985532625,3173919185
1824603365,3173919185
5043928492,3173919185
5927838165,3173919185
2359950584,3173919185
5801863641,3173919185
5532150957,3173919185
2025167033,3173919185
5172843865,3173919185
1853864685,3173919185
5774941757,3173919185
1400959263,3173919185
3793297380,3173919185
5770875341,3173919185
5687665808,3173919185
5687682359,3173919185
6019753216,3173919185
2233040210,3173919185
6015246682,3173919185
6028617689,3173919185
5406427864,3173919185
2890014587,3173919185
6021124556,3173919185
5778538038,3173919185
6004656164,3173919185
6019376486,3173919185
6026483644,3173919185
6019861664,3173919185
6607045450,3173919185
3563220327,3173919185
5982356873,3173919185
5966685821,3173919185
3266868183,3173919185
5028546328,3173919185
2894059391,3173919185
2739500652,3173919185
5057606125,3173919185
2690712983,3173919185
5370920516,3173919185
3303732897,3173919185
2568869865,3173919185
2702826867,3173919185
3986000229,3173919185
2891693823,3173919185
5510725453,3173919185
2900924897,3173919185
6380790055,6221438006
6745585225,6221438006
6370776016,6221438006
6346433283,6221438006
6368859349,6221438006
6221439024,6221438006
6388504473,6221438006
1420702335,6221438006
6518260778,6221438006
5544599124,6221438006
6221214754,6221438006
6383338737,6221438006
5992892670,5996062670
5969470810,5996062670
6035871547,5996062670
6215058114,5996062670
2614720592,5996062670
2158818811,5996062670
5764548832,5996062670
6028168621,5996062670
2885692517,5996062670
5744764811,5996062670
5944095295,5996062670
5974793369,5996062670
6012930867,5996062670
6023285969,5996062670
5941368257,5996062670
6029866745,5996062670
6859169020,5996062670
5993794314,5996062670
6638388538,5996062670
6868647629,5996062670
6023686071,5996062670
6380937409,5996062670
6851072702,5996062670
6636757921,5996062670
2102999433,5996062670
6301783463,5996062670
1420702335,5996062670
6201152885,5996062670
5756575986,5996062670
6362928002,5996062670
6376772684,5996062670
6300715379,5996062670
6359725042,5996062670
6203240098,5996062670
6301795810,5996062670
6661833460,5996062670
5554199699,5996062670
6028258276,5996062670
2685954947,5996062670
6654125384,5996062670
6607954841,6301374980
6025427179,6301374980
6298176720,6301374980
6207785146,6301374980
5224587509,6301374980
6330062052,6301374980
6301787801,6301374980
6302958361,6301374980
6317748519,6301374980
6021310372,6301374980
5722293131,6301374980
6202609729,6301374980
6353324250,6301374980
6587285607,6301374980
3956597552,6301374980
1256552720,6301374980
2993154197,6301374980
6295060757,6301374980
6202774857,6301374980
6298087004,6301374980
6301829131,6301374980
6329992471,6301374980
5746137872,6301374980
6204144648,6301374980
6304662484,6301374980
6539359330,6301374980
6334964542,6301374980
6478478958,6301374980
6462799344,6301374980
6333572927,6301374980
6304163599,6301374980
6297237959,6301374980
6304630149,6301374980
6298292678,6301374980
6202610836,6301374980
6304864524,6301374980
6300463413,6301374980
5307763735,6562735613
6588684322,6562735613
2539389605,6562735613
3906420617,6562735613
6770191549,6562735613
6863637841,6824461809
5693785937,6824461809
5446882417,6824461809
6861182346,6824461809
2065274767,6824461809
6498188089,6824461809
6734061944,6824461809
6403231907,6824461809
6017294912,6824461809
5780840927,6824461809
5623053584,6824461809
3970969905,2070566713
3060135323,2070566713
3987577071,2070566713
3992235448,2070566713
2829251433,2070566713
2884451027,2070566713
2940505423,2070566713
2823322351,6029739475
2834686591,6029739475
6366334209,6029739475
6363396997,6029739475
6365739417,6029739475
6302958121,6029739475
2886689731,6029739475
5746491482,6029739475
6301175996,6029739475
6340793499,6029739475
6202599612,6029739475
6212735875,6029739475
6203491543,6029739475
1805222061,6029739475
5716733904,6029739475
6375704611,6029739475
6376771647,6029739475
5719502155,6029739475
6304246495,6029739475
5716610338,6029739475
6300582901,6029739475
6364819057,6029739475
6380153474,6029739475
6380150987,6029739475
2889380275,6029739475
5991927783,6029739475
6300922588,6029739475
6375663120,6029739475
6374977623,6029739475
5743055074,6029739475
3912719172,6029739475
6203238384,6029739475
5964214786,6029739475
6291345216,6029739475
5963761629,6029739475
6380066494,6029739475
6352166991,6029739475
2087978771,6029739475
5964090671,6029739475
6301754052,6029739475
5950052572,5991188079
5969802976,5991188079
3025968285,5991188079
5997921152,5991188079
2651026077,5991188079
2496156654,5991188079
6019792169,5991188079
5991599712,5991188079
6868249520,5991188079
1468690704,5991188079
5992510490,5991188079
6034918313,5991188079
6258648064,5991188079
5970402578,5991188079
6913708727,5991188079
2899307117,5991188079
6020294441,5991188079
5964245923,5991188079
6869931103,5991188079
6031500914,5991188079
2269646620,5991188079
6008671941,5991188079
2728516561,5991188079
6027521887,5991188079
6890046595,5991188079
6884424937,5991188079
5992086078,5991188079
6744431764,5991188079
2954054755,5991188079
2893433165,5991188079
3969327941,5991188079
6194224265,6303224425
6301762629,6303224425
6296560830,6303224425
6470710185,6303224425
6301386055,6303224425
6199306982,6303224425
6208041812,6303224425
6335983571,6303224425
6303295043,6303224425
6203166214,6303224425
6364576527,6303224425
6299300489,6303224425
6342941849,6303224425
6358471576,6303224425
6334274386,6303224425
6331081045,6303224425
6303038723,6303224425
6295111729,6303224425
6210600782,6303224425
5760351605,6303224425
6342565135,6303224425
6301167045,6303224425
6334581522,6303224425
6300937529,6303224425
6334597064,6303224425
5764541069,6303224425
6300852544,6303224425
5767791453,6303224425
6301015584,6303224425
6199135017,6303224425
5758554242,6303224425
6299258842,6303224425
6302037402,6303224425
6302949545,6303224425
6304802848,6303224425
6340013135,6303224425
6299305170,6303224425
6303004105,6301787458
6301165031,6301787458
6295127398,6301787458
6210466770,6301787458
6380914819,6301787458
6345932707,6301787458
6868251405,6301787458
6761440620,6301787458
6197262626,6301787458
6386677092,6301787458
2911028020,6301787458
6884485208,6301787458
6888583048,6301787458
6301371973,6301787458
6202684633,6301787458
6745470747,6301787458
6295138298,6301787458
6304605209,6301787458
6298027257,6301787458
1420702335,6301787458
6202595356,6301787458
6364281670,6301787458
6196875316,6301787458
6297997104,6301787458
6301104052,6301787458
6304611009,6301787458
6359712528,6301787458
6301893276,6301787458
6291319720,6301787458
6297052081,6301787458
6208019124,6301787458
6295071928,6301787458
6301008305,6301787458
6364222105,6301787458
6645219517,6301787458
6295206119,6301787458
6296973625,6301787458
6304838562,6301787458
2885970065,6295114592
6300501498,6295114592
6201285542,6295114592
6203708481,6295114592
6361770576,6295114592
6652186465,6295114592
6506691989,6295114592
6025427179,6295114592
6331781308,6295114592
6205472050,6295114592
6329710570,6295114592
6361726948,6295114592
6212480216,6295114592
6205614087,6295114592
6301797211,6295114592
6300505177,6295114592
6301174963,6295114592
6201224506,6295114592
6349313880,6295114592
6204366694,6295114592
6291351522,6295114592
6295222121,6295114592
6295078134,6295114592
6304078102,6295114592
5746170968,6295114592
6300599635,6295114592
6334548157,6295114592
5756279420,6295114592
6304143002,6295114592
6349852421,6295114592
6295121328,6295114592
6203930806,6295114592
6342569085,6295114592
6320208796,6295114592
6332326433,6295114592
6298164787,6295114592
5033309932,5995633732
5102026256,5995633732
2965401091,5995633732
5995126442,5995633732
2650657257,5995633732
6006672788,5995633732
1774160713,5995633732
5996134531,5995633732
3891065519,5995633732
5012294124,5995633732
2835327347,5995633732
2989915337,5995633732
5997254337,5995633732
5940538834,5995633732
6025957311,5995633732
5964075871,5995633732
2706189543,5995633732
5932664522,5995633732
5975155105,5995633732
2891214297,5995633732
3975141486,5995633732
3081460085,5995633732
3971967245,5995633732
3148318717,5995633732
5260920938,5995633732
3146746381,5995633732
3082034681,5995633732
5999571881,5995633732
2890799781,5995633732
2824571241,5995633732
3161129505,5995633732
1843377200,5995633732
3803090079,5995633732
2882319703,5995633732
2347542615,5995633732
1362402902,5995633732
2946979593,5995633732
3279486613,5995633732
5992891123,5995633732
3969412501,6006434917
6860611736,6065135486
5802535703,6065135486
5919204190,6065135486
6916071244,6065135486
5889576846,6065135486
2631468561,6065135486
5889577857,6065135486
6008983785,6065135486
5946108141,6065135486
3738603607,6065135486
5969516260,6065135486
5879405620,6065135486
6792943080,6065135486
2695095725,6065135486
5389491612,6065135486
5852528901,6065135486
6615724710,6065135486
5203598973,6065135486
6320129620,6065135486
6862197682,6065135486
5774168969,6065135486
5601420966,6065135486
6859785249,6065135486
2715262761,6065135486
3235295505,6065135486
3319250863,6065135486
2895778682,6065135486
6858992572,6065135486
1420702335,6065135486
5499477880,6065135486
3109806201,6065135486
5775848970,6065135486
6400676406,6065135486
6744566194,6065135486
6825704532,6065135486
6155320998,6065135486
6691019032,6065135486
5920545616,6065135486
6434525155,6065135486
2625998745,6065135486
6295129837,6202703407
6206220618,6202703407
6205434141,6202703407
6938528404,6202703407
6301229947,6202703407
6301077877,6202703407
6852241391,6202703407
6882091290,6202703407
5746384610,6202703407
6359723182,6202703407
6301175128,6202703407
6364339334,6202703407
6871977242,6202703407
